lead_id,date,month,month_num,source,inbound,city,brand,status,delay_days,cpl_eur,vehicle_value,margin_eur,margin_pct
VM00100,2025-02-03,2025-02,2,LeBonCoin,False,Bordeaux,Ford,RDV planifié,5,8,,,
VM00101,2025-02-04,2025-02,2,LeBonCoin,False,Lyon,Opel,Signé,5,8,6800.0,796.0,0.117
VM00102,2025-02-04,2025-02,2,LeBonCoin,False,Toulouse,Toyota,Perdu,11,8,,,
VM00103,2025-02-04,2025-02,2,LeBonCoin,False,Nice,Toyota,En cours,3,8,,,
VM00104,2025-02-04,2025-02,2,LaCentrale,False,Lille,Opel,RDV planifié,1,8,,,
VM00105,2025-02-05,2025-02,2,LeBonCoin,False,Marseille,Ford,En cours,4,8,,,
VM00106,2025-02-05,2025-02,2,LeBonCoin,False,Nantes,Volkswagen,RDV effectué,10,8,,,
VM00107,2025-02-05,2025-02,2,LeBonCoin,False,Nantes,Mercedes,En cours,4,8,,,
VM00108,2025-02-06,2025-02,2,LeBonCoin,False,Montpellier,Renault,RDV planifié,4,8,,,
VM00109,2025-02-06,2025-02,2,LeBonCoin,False,Strasbourg,Mercedes,En cours,2,8,,,
VM00110,2025-02-06,2025-02,2,LeBonCoin,False,Rennes,Dacia,RDV planifié,3,8,,,
VM00111,2025-02-06,2025-02,2,LaCentrale,False,Montpellier,Dacia,En cours,2,8,,,
VM00112,2025-02-08,2025-02,2,LaCentrale,False,Bordeaux,BMW,RDV effectué,4,8,,,
VM00113,2025-02-09,2025-02,2,LeBonCoin,False,Nice,Toyota,RDV planifié,6,8,,,
VM00114,2025-02-09,2025-02,2,LaCentrale,False,Lille,Volkswagen,NRP,1,8,,,
VM00115,2025-02-10,2025-02,2,LaCentrale,False,Lyon,Renault,RDV effectué,4,8,,,
VM00116,2025-02-11,2025-02,2,LeBonCoin,False,Nice,Peugeot,En cours,4,8,,,
VM00117,2025-02-11,2025-02,2,LeBonCoin,False,Toulouse,Ford,En cours,5,8,,,
VM00118,2025-02-11,2025-02,2,LaCentrale,False,Nantes,Renault,En cours,2,8,,,
VM00119,2025-02-13,2025-02,2,LeBonCoin,False,Toulouse,Citroën,Signé,14,8,9600.0,1171.0,0.122
VM00120,2025-02-13,2025-02,2,LaCentrale,False,Rennes,Renault,RDV effectué,10,8,,,
VM00121,2025-02-14,2025-02,2,LeBonCoin,False,Bordeaux,Dacia,RDV planifié,7,8,,,
VM00122,2025-02-14,2025-02,2,LeBonCoin,False,Montpellier,Opel,NRP,2,8,,,
VM00123,2025-02-14,2025-02,2,LeBonCoin,False,Rennes,Mercedes,RDV planifié,7,8,,,
VM00124,2025-02-14,2025-02,2,LaCentrale,False,Strasbourg,Opel,RDV effectué,10,8,,,
VM00125,2025-02-14,2025-02,2,LaCentrale,False,Rennes,Dacia,En cours,2,8,,,
VM00126,2025-02-14,2025-02,2,LaCentrale,False,Lille,Opel,En cours,2,8,,,
VM00127,2025-02-15,2025-02,2,LeBonCoin,False,Lille,Dacia,En cours,2,8,,,
VM00128,2025-02-15,2025-02,2,LeBonCoin,False,Toulouse,BMW,NRP,2,8,,,
VM00129,2025-02-15,2025-02,2,LeBonCoin,False,Bordeaux,Citroën,En cours,5,8,,,
VM00130,2025-02-15,2025-02,2,LeBonCoin,False,Nantes,Volkswagen,NRP,2,8,,,
VM00131,2025-02-15,2025-02,2,LaCentrale,False,Marseille,Opel,NRP,2,8,,,
VM00132,2025-02-15,2025-02,2,LaCentrale,False,Toulouse,Ford,En cours,1,8,,,
VM00133,2025-02-15,2025-02,2,LaCentrale,False,Lyon,Mercedes,En cours,5,8,,,
VM00134,2025-02-17,2025-02,2,LeBonCoin,False,Marseille,BMW,En cours,1,8,,,
VM00135,2025-02-18,2025-02,2,LaCentrale,False,Montpellier,Opel,RDV effectué,8,8,,,
VM00136,2025-02-20,2025-02,2,LeBonCoin,False,Rennes,Volkswagen,RDV effectué,5,8,,,
VM00137,2025-02-20,2025-02,2,LaCentrale,False,Lyon,Ford,En cours,4,8,,,
VM00138,2025-02-20,2025-02,2,LaCentrale,False,Nantes,Dacia,En cours,4,8,,,
VM00139,2025-02-21,2025-02,2,LeBonCoin,False,Nice,Mercedes,Signé,11,8,8300.0,1104.0,0.133
VM00140,2025-02-21,2025-02,2,LeBonCoin,False,Strasbourg,Citroën,RDV planifié,1,8,,,
VM00141,2025-02-21,2025-02,2,LeBonCoin,False,Toulouse,Dacia,Signé,4,8,5000.0,450.0,0.09
VM00142,2025-02-21,2025-02,2,LeBonCoin,False,Lille,Ford,En cours,4,8,,,
VM00143,2025-02-21,2025-02,2,LeBonCoin,False,Rennes,Renault,En cours,1,8,,,
VM00144,2025-02-21,2025-02,2,LaCentrale,False,Marseille,Volkswagen,RDV effectué,2,8,,,
VM00145,2025-02-21,2025-02,2,LaCentrale,False,Lyon,Renault,RDV planifié,7,8,,,
VM00146,2025-02-22,2025-02,2,LeBonCoin,False,Lyon,Mercedes,Perdu,6,8,,,
VM00147,2025-02-23,2025-02,2,LeBonCoin,False,Rennes,Peugeot,NRP,1,8,,,
VM00148,2025-02-23,2025-02,2,LeBonCoin,False,Rennes,BMW,RDV planifié,2,8,,,
VM00149,2025-02-23,2025-02,2,LaCentrale,False,Nice,Mercedes,RDV effectué,4,8,,,
VM00150,2025-02-24,2025-02,2,LeBonCoin,False,Bordeaux,Citroën,Perdu,14,8,,,
VM00151,2025-02-24,2025-02,2,LeBonCoin,False,Nice,Renault,Perdu,4,8,,,
VM00152,2025-02-24,2025-02,2,LeBonCoin,False,Strasbourg,Ford,Perdu,12,8,,,
VM00153,2025-02-24,2025-02,2,LaCentrale,False,Bordeaux,Mercedes,Perdu,6,8,,,
VM00154,2025-02-24,2025-02,2,LaCentrale,False,Bordeaux,BMW,RDV effectué,5,8,,,
VM00155,2025-02-25,2025-02,2,LeBonCoin,False,Nice,Renault,Signé,11,8,9400.0,1166.0,0.124
VM00156,2025-02-25,2025-02,2,LeBonCoin,False,Marseille,Peugeot,En cours,4,8,,,
VM00157,2025-02-26,2025-02,2,LeBonCoin,False,Lyon,Ford,RDV planifié,3,8,,,
VM00158,2025-02-26,2025-02,2,LaCentrale,False,Rennes,Citroën,Signé,3,8,7800.0,694.0,0.089
VM00159,2025-02-27,2025-02,2,LeBonCoin,False,Lille,Mercedes,En cours,5,8,,,
VM00160,2025-02-27,2025-02,2,LeBonCoin,False,Rennes,Dacia,RDV effectué,10,8,,,
VM00161,2025-02-27,2025-02,2,LaCentrale,False,Lille,Toyota,En cours,5,8,,,
VM00162,2025-02-27,2025-02,2,LaCentrale,False,Rennes,Mercedes,Signé,3,8,6900.0,662.0,0.096
VM00163,2025-02-28,2025-02,2,LeBonCoin,False,Marseille,Renault,RDV planifié,4,8,,,
VM00164,2025-02-28,2025-02,2,LeBonCoin,False,Nantes,Dacia,En cours,3,8,,,
VM00165,2025-02-28,2025-02,2,LeBonCoin,False,Marseille,BMW,NRP,2,8,,,
VM00166,2025-02-28,2025-02,2,LeBonCoin,False,Montpellier,Volkswagen,Signé,13,8,9600.0,998.0,0.104
VM00167,2025-03-01,2025-03,3,LeBonCoin,False,Strasbourg,Dacia,NRP,3,8,,,
VM00168,2025-03-01,2025-03,3,LeBonCoin,False,Rennes,Dacia,RDV planifié,2,8,,,
VM00169,2025-03-01,2025-03,3,LeBonCoin,False,Bordeaux,BMW,En cours,1,8,,,
VM00170,2025-03-01,2025-03,3,LeBonCoin,False,Lille,Mercedes,En cours,2,8,,,
VM00171,2025-03-01,2025-03,3,LaCentrale,False,Montpellier,Toyota,En cours,5,8,,,
VM00172,2025-03-02,2025-03,3,LeBonCoin,False,Marseille,Toyota,En cours,5,8,,,
VM00173,2025-03-02,2025-03,3,LeBonCoin,False,Lille,BMW,RDV effectué,6,8,,,
VM00174,2025-03-02,2025-03,3,LeBonCoin,False,Marseille,Peugeot,En cours,2,8,,,
VM00175,2025-03-02,2025-03,3,LeBonCoin,False,Toulouse,Volkswagen,RDV effectué,4,8,,,
VM00176,2025-03-02,2025-03,3,LeBonCoin,False,Nice,Opel,RDV effectué,6,8,,,
VM00177,2025-03-02,2025-03,3,LeBonCoin,False,Toulouse,BMW,RDV planifié,1,8,,,
VM00178,2025-03-02,2025-03,3,LaCentrale,False,Lille,Renault,En cours,2,8,,,
VM00179,2025-03-03,2025-03,3,LeBonCoin,False,Lille,Renault,RDV effectué,4,8,,,
VM00180,2025-03-03,2025-03,3,LeBonCoin,False,Lille,Citroën,Perdu,11,8,,,
VM00181,2025-03-03,2025-03,3,LaCentrale,False,Rennes,Peugeot,RDV planifié,7,8,,,
VM00182,2025-03-04,2025-03,3,LeBonCoin,False,Marseille,Citroën,Signé,11,8,7000.0,686.0,0.098
VM00183,2025-03-04,2025-03,3,LeBonCoin,False,Rennes,Peugeot,Perdu,7,8,,,
VM00184,2025-03-04,2025-03,3,LeBonCoin,False,Lyon,Citroën,Signé,8,8,8100.0,859.0,0.106
VM00185,2025-03-06,2025-03,3,LeBonCoin,False,Lille,Peugeot,NRP,3,8,,,
VM00186,2025-03-06,2025-03,3,LeBonCoin,False,Montpellier,Ford,Perdu,4,8,,,
VM00187,2025-03-06,2025-03,3,LaCentrale,False,Nice,Volkswagen,RDV planifié,7,8,,,
VM00188,2025-03-07,2025-03,3,LeBonCoin,False,Rennes,Dacia,RDV effectué,8,8,,,
VM00189,2025-03-07,2025-03,3,LeBonCoin,False,Strasbourg,BMW,En cours,5,8,,,
VM00190,2025-03-07,2025-03,3,LaCentrale,False,Nice,Peugeot,RDV planifié,1,8,,,
VM00191,2025-03-07,2025-03,3,LaCentrale,False,Toulouse,BMW,Perdu,6,8,,,
VM00192,2025-03-09,2025-03,3,LeBonCoin,False,Toulouse,Citroën,RDV planifié,2,8,,,
VM00193,2025-03-09,2025-03,3,LeBonCoin,False,Lyon,Ford,RDV planifié,2,8,,,
VM00194,2025-03-09,2025-03,3,LaCentrale,False,Rennes,BMW,En cours,5,8,,,
VM00195,2025-03-10,2025-03,3,LeBonCoin,False,Lille,Dacia,NRP,2,8,,,
VM00196,2025-03-11,2025-03,3,LeBonCoin,False,Lille,Mercedes,NRP,1,8,,,
VM00197,2025-03-11,2025-03,3,LaCentrale,False,Strasbourg,Peugeot,RDV planifié,2,8,,,
VM00198,2025-03-11,2025-03,3,LaCentrale,False,Nantes,BMW,RDV planifié,6,8,,,
VM00199,2025-03-12,2025-03,3,LeBonCoin,False,Nice,Mercedes,Signé,3,8,5100.0,627.0,0.123
VM00200,2025-03-12,2025-03,3,LeBonCoin,False,Bordeaux,Dacia,Perdu,10,8,,,
VM00201,2025-03-13,2025-03,3,LeBonCoin,False,Lille,Opel,RDV effectué,8,8,,,
VM00202,2025-03-13,2025-03,3,LeBonCoin,False,Bordeaux,Mercedes,RDV planifié,4,8,,,
VM00203,2025-03-14,2025-03,3,LaCentrale,False,Marseille,Mercedes,NRP,2,8,,,
VM00204,2025-03-15,2025-03,3,LeBonCoin,False,Toulouse,Mercedes,En cours,1,8,,,
VM00205,2025-03-16,2025-03,3,LeBonCoin,False,Lille,Mercedes,RDV planifié,1,8,,,
VM00206,2025-03-16,2025-03,3,LeBonCoin,False,Rennes,Opel,NRP,1,8,,,
VM00207,2025-03-16,2025-03,3,LaCentrale,False,Nantes,Mercedes,RDV planifié,3,8,,,
VM00208,2025-03-17,2025-03,3,LeBonCoin,False,Bordeaux,Dacia,En cours,4,8,,,
VM00209,2025-03-17,2025-03,3,LeBonCoin,False,Marseille,Peugeot,En cours,3,8,,,
VM00210,2025-03-17,2025-03,3,GBP,True,Strasbourg,Opel,Signé,6,0,7700.0,770.0,0.1
VM00211,2025-03-18,2025-03,3,LeBonCoin,False,Marseille,BMW,NRP,1,8,,,
VM00212,2025-03-19,2025-03,3,LeBonCoin,False,Montpellier,Renault,En cours,4,8,,,
VM00213,2025-03-19,2025-03,3,LeBonCoin,False,Rennes,Ford,RDV planifié,5,8,,,
VM00214,2025-03-19,2025-03,3,LeBonCoin,False,Marseille,Mercedes,NRP,3,8,,,
VM00215,2025-03-19,2025-03,3,LaCentrale,False,Lyon,Volkswagen,RDV effectué,9,8,,,
VM00216,2025-03-19,2025-03,3,LaCentrale,False,Lille,Dacia,En cours,2,8,,,
VM00217,2025-03-20,2025-03,3,LeBonCoin,False,Nice,Volkswagen,Signé,9,8,5800.0,800.0,0.138
VM00218,2025-03-20,2025-03,3,LeBonCoin,False,Montpellier,Renault,RDV effectué,6,8,,,
VM00219,2025-03-20,2025-03,3,LeBonCoin,False,Toulouse,Peugeot,RDV planifié,1,8,,,
VM00220,2025-03-20,2025-03,3,LaCentrale,False,Nantes,Dacia,En cours,1,8,,,
VM00221,2025-03-21,2025-03,3,LaCentrale,False,Montpellier,BMW,Perdu,7,8,,,
VM00222,2025-03-23,2025-03,3,LeBonCoin,False,Rennes,Volkswagen,En cours,4,8,,,
VM00223,2025-03-23,2025-03,3,LeBonCoin,False,Strasbourg,Volkswagen,En cours,2,8,,,
VM00224,2025-03-23,2025-03,3,LaCentrale,False,Nantes,Peugeot,Perdu,11,8,,,
VM00225,2025-03-23,2025-03,3,LaCentrale,False,Marseille,Opel,En cours,4,8,,,
VM00226,2025-03-24,2025-03,3,LeBonCoin,False,Lille,BMW,En cours,1,8,,,
VM00227,2025-03-24,2025-03,3,LaCentrale,False,Nantes,Dacia,Signé,11,8,10000.0,990.0,0.099
VM00228,2025-03-24,2025-03,3,LaCentrale,False,Marseille,Opel,RDV planifié,3,8,,,
VM00229,2025-03-25,2025-03,3,LaCentrale,False,Rennes,Toyota,RDV effectué,8,8,,,
VM00230,2025-03-26,2025-03,3,LeBonCoin,False,Strasbourg,Renault,Signé,13,8,6700.0,610.0,0.091
VM00231,2025-03-26,2025-03,3,LeBonCoin,False,Strasbourg,Ford,En cours,4,8,,,
VM00232,2025-03-26,2025-03,3,LaCentrale,False,Nantes,Dacia,Perdu,15,8,,,
VM00233,2025-03-27,2025-03,3,LeBonCoin,False,Montpellier,Mercedes,Perdu,5,8,,,
VM00234,2025-03-27,2025-03,3,LeBonCoin,False,Rennes,Peugeot,En cours,1,8,,,
VM00235,2025-03-27,2025-03,3,LaCentrale,False,Lyon,Citroën,RDV planifié,4,8,,,
VM00236,2025-03-28,2025-03,3,LeBonCoin,False,Bordeaux,Dacia,En cours,2,8,,,
VM00237,2025-03-28,2025-03,3,LeBonCoin,False,Marseille,Mercedes,RDV effectué,6,8,,,
VM00238,2025-03-28,2025-03,3,LeBonCoin,False,Marseille,Opel,RDV effectué,3,8,,,
VM00239,2025-03-28,2025-03,3,LaCentrale,False,Rennes,Opel,En cours,3,8,,,
VM00240,2025-03-28,2025-03,3,LaCentrale,False,Toulouse,BMW,NRP,1,8,,,
VM00241,2025-03-29,2025-03,3,LeBonCoin,False,Bordeaux,Ford,Perdu,14,8,,,
VM00242,2025-03-29,2025-03,3,LeBonCoin,False,Bordeaux,Dacia,Perdu,15,8,,,
VM00243,2025-03-29,2025-03,3,LaCentrale,False,Lyon,Renault,NRP,2,8,,,
VM00244,2025-03-29,2025-03,3,LaCentrale,False,Lille,Toyota,En cours,1,8,,,
VM00245,2025-03-29,2025-03,3,LaCentrale,False,Toulouse,Opel,En cours,2,8,,,
VM00246,2025-03-30,2025-03,3,LeBonCoin,False,Nantes,Citroën,En cours,2,8,,,
VM00247,2025-03-30,2025-03,3,LeBonCoin,False,Nice,Volkswagen,NRP,2,8,,,
VM00248,2025-03-31,2025-03,3,LeBonCoin,False,Nantes,Volkswagen,En cours,5,8,,,
VM00249,2025-04-01,2025-04,4,LeBonCoin,False,Rennes,BMW,En cours,3,8,,,
VM00250,2025-04-01,2025-04,4,LeBonCoin,False,Rennes,BMW,RDV planifié,7,8,,,
VM00251,2025-04-01,2025-04,4,LaCentrale,False,Bordeaux,Dacia,RDV planifié,2,8,,,
VM00252,2025-04-02,2025-04,4,LeBonCoin,False,Lille,Ford,Perdu,12,8,,,
VM00253,2025-04-02,2025-04,4,LeBonCoin,False,Lille,Volkswagen,RDV effectué,9,8,,,
VM00254,2025-04-02,2025-04,4,LeBonCoin,False,Bordeaux,Volkswagen,Perdu,10,8,,,
VM00255,2025-04-02,2025-04,4,LeBonCoin,False,Nice,BMW,En cours,3,8,,,
VM00256,2025-04-02,2025-04,4,LaCentrale,False,Lyon,Ford,Perdu,7,8,,,
VM00257,2025-04-03,2025-04,4,LeBonCoin,False,Lyon,Mercedes,En cours,5,8,,,
VM00258,2025-04-03,2025-04,4,LaCentrale,False,Toulouse,Mercedes,RDV effectué,6,8,,,
VM00259,2025-04-03,2025-04,4,LaCentrale,False,Toulouse,Mercedes,RDV effectué,5,8,,,
VM00260,2025-04-04,2025-04,4,LeBonCoin,False,Bordeaux,Renault,En cours,2,8,,,
VM00261,2025-04-05,2025-04,4,LeBonCoin,False,Lyon,Mercedes,En cours,4,8,,,
VM00262,2025-04-05,2025-04,4,LeBonCoin,False,Bordeaux,BMW,En cours,2,8,,,
VM00263,2025-04-07,2025-04,4,LeBonCoin,False,Nantes,Volkswagen,En cours,4,8,,,
VM00264,2025-04-07,2025-04,4,LeBonCoin,False,Marseille,Opel,NRP,3,8,,,
VM00265,2025-04-07,2025-04,4,LaCentrale,False,Nantes,BMW,RDV planifié,3,8,,,
VM00266,2025-04-08,2025-04,4,LeBonCoin,False,Marseille,Peugeot,Signé,9,8,9900.0,832.0,0.084
